info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Repairs,0,0,126,297,433,2023,Chrysler Pacifica Touring 4dr Minivan,3.6L 6cyl 9A,42093
Taxes_Fees,2720,194,174,157,157,2023,Chrysler Pacifica Touring 4dr Minivan,3.6L 6cyl 9A,42093
Financing,3329,2714,2035,1292,473,2023,Chrysler Pacifica Touring 4dr Minivan,3.6L 6cyl 9A,42093
Depreciation,11764,1913,1812,2123,2013,2023,Chrysler Pacifica Touring 4dr Minivan,3.6L 6cyl 9A,42093
Fuel,2367,2438,2511,2586,2664,2023,Chrysler Pacifica Touring 4dr Minivan,3.6L 6cyl 9A,42093
Insurance,1268,1312,1358,1406,1455,2023,Chrysler Pacifica Touring L 4dr Minivan,3.6L 6cyl 9A,46037
Maintenance,159,738,391,1164,1226,2023,Chrysler Pacifica Touring L 4dr Minivan,3.6L 6cyl 9A,46037
Repairs,0,0,126,297,433,2023,Chrysler Pacifica Touring L 4dr Minivan,3.6L 6cyl 9A,46037
Taxes_Fees,2968,212,189,172,172,2023,Chrysler Pacifica Touring L 4dr Minivan,3.6L 6cyl 9A,46037
Financing,3641,2968,2226,1413,517,2023,Chrysler Pacifica Touring L 4dr Minivan,3.6L 6cyl 9A,46037
Depreciation,14488,2318,2193,2571,2436,2023,Chrysler Pacifica Touring L 4dr Minivan,3.6L 6cyl 9A,46037
Fuel,2367,2438,2511,2586,2664,2023,Chrysler Pacifica Touring L 4dr Minivan,3.6L 6cyl 9A,46037
Insurance,1285,1330,1377,1425,1475,2023,Chrysler Pacifica Touring L 4dr Minivan AWD,3.6L 6cyl 9A,51191
Maintenance,159,738,391,1164,1494,2023,Chrysler Pacifica Touring L 4dr Minivan AWD,3.6L 6cyl 9A,51191
Repairs,0,0,136,322,468,2023,Chrysler Pacifica Touring L 4dr Minivan AWD,3.6L 6cyl 9A,51191
Taxes_Fees,3292,235,210,191,191,2023,Chrysler Pacifica Touring L 4dr Minivan AWD,3.6L 6cyl 9A,51191
Financing,4049,3300,2476,1570,575,2023,Chrysler Pacifica Touring L 4dr Minivan AWD,3.6L 6cyl 9A,51191
Depreciation,15839,2655,2511,2945,2790,2023,Chrysler Pacifica Touring L 4dr Minivan AWD,3.6L 6cyl 9A,51191
Fuel,2603,2681,2761,2844,2929,2023,Chrysler Pacifica Touring L 4dr Minivan AWD,3.6L 6cyl 9A,51191
Insurance,2098,2171,2247,2326,2408,2023,Dodge  Challenger SRT Hellcat Widebody Jailbreak SRT Hellcat Widebody Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,99631
Maintenance,296,791,360,1204,2537,2023,Dodge  Challenger SRT Hellcat Widebody Jailbreak SRT Hellcat Widebody Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,99631
Repairs,0,0,139,332,479,2023,Dodge  Challenger SRT Hellcat Widebody Jailbreak SRT Hellcat Widebody Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,99631
Taxes_Fees,8229,429,384,348,348,2023,Dodge  Challenger SRT Hellcat Widebody Jailbreak SRT Hellcat Widebody Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,99631
Financing,7880,6422,4819,3057,1119,2023,Dodge  Challenger SRT Hellcat Widebody Jailbreak SRT Hellcat Widebody Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,99631
Depreciation,23903,4792,3913,4386,3836,2023,Dodge  Challenger SRT Hellcat Widebody Jailbreak SRT Hellcat Widebody Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,99631
Fuel,4410,4542,4679,4819,4963,2023,Dodge  Challenger SRT Hellcat Widebody Jailbreak SRT Hellcat Widebody Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,99631
Insurance,1421,1471,1522,1575,1631,2023,Dodge Challenger GT 2dr Coupe,3.6L 6cyl 8A,39587
Maintenance,173,747,369,1128,1513,2023,Dodge Challenger GT 2dr Coupe,3.6L 6cyl 8A,39587
Repairs,0,0,126,297,433,2023,Dodge Challenger GT 2dr Coupe,3.6L 6cyl 8A,39587
Taxes_Fees,2626,187,168,152,152,2023,Dodge Challenger GT 2dr Coupe,3.6L 6cyl 8A,39587
Financing,3131,2552,1914,1215,445,2023,Dodge Challenger GT 2dr Coupe,3.6L 6cyl 8A,39587
Depreciation,9086,1725,1409,1578,1381,2023,Dodge Challenger GT 2dr Coupe,3.6L 6cyl 8A,39587
Fuel,2262,2330,2400,2472,2546,2023,Dodge Challenger GT 2dr Coupe,3.6L 6cyl 8A,39587
Insurance,1421,1471,1522,1575,1631,2023,Dodge Challenger GT 2dr Coupe AWD,3.6L 6cyl 8A,45149
Maintenance,173,747,369,1128,1414,2023,Dodge Challenger GT 2dr Coupe AWD,3.6L 6cyl 8A,45149
Repairs,0,0,136,322,468,2023,Dodge Challenger GT 2dr Coupe AWD,3.6L 6cyl 8A,45149
Taxes_Fees,2975,212,190,172,172,2023,Dodge Challenger GT 2dr Coupe AWD,3.6L 6cyl 8A,45149
Financing,3571,2910,2184,1385,507,2023,Dodge Challenger GT 2dr Coupe AWD,3.6L 6cyl 8A,45149
Depreciation,10480,2063,1686,1892,1652,2023,Dodge Challenger GT 2dr Coupe AWD,3.6L 6cyl 8A,45149
Fuel,2478,2552,2628,2707,2789,2023,Dodge Challenger GT 2dr Coupe AWD,3.6L 6cyl 8A,45149
Insurance,1343,1390,1439,1489,1541,2023,Dodge Challenger R/T 2dr Coupe,5.7L 8cyl 6M,47353
Maintenance,182,770,378,1151,1522,2023,Dodge Challenger R/T 2dr Coupe,5.7L 8cyl 6M,47353
Repairs,0,0,126,297,433,2023,Dodge Challenger R/T 2dr Coupe,5.7L 8cyl 6M,47353
Taxes_Fees,3113,222,199,180,180,2023,Dodge Challenger R/T 2dr Coupe,5.7L 8cyl 6M,47353
Financing,3745,3053,2290,1453,532,2023,Dodge Challenger R/T 2dr Coupe,5.7L 8cyl 6M,47353
Depreciation,11950,1782,1455,1633,1426,2023,Dodge Challenger R/T 2dr Coupe,5.7L 8cyl 6M,47353
Fuel,3674,3784,3897,4014,4135,2023,Dodge Challenger R/T 2dr Coupe,5.7L 8cyl 6M,47353
Insurance,1663,1721,1781,1844,1908,2023,Dodge Challenger R/T Scat Pack 2dr Coupe,6.4L 8cyl 6M,60188
Maintenance,355,1187,489,1994,1829,2023,Dodge Challenger R/T Scat Pack 2dr Coupe,6.4L 8cyl 6M,60188
Repairs,0,0,126,297,433,2023,Dodge Challenger R/T Scat Pack 2dr Coupe,6.4L 8cyl 6M,60188
Taxes_Fees,4851,270,242,220,220,2023,Dodge Challenger R/T Scat Pack 2dr Coupe,6.4L 8cyl 6M,60188
Financing,4761,3879,2911,1847,676,2023,Dodge Challenger R/T Scat Pack 2dr Coupe,6.4L 8cyl 6M,60188
Depreciation,12732,2518,2056,2305,2015,2023,Dodge Challenger R/T Scat Pack 2dr Coupe,6.4L 8cyl 6M,60188
Fuel,3890,4006,4126,4250,4378,2023,Dodge Challenger R/T Scat Pack 2dr Coupe,6.4L 8cyl 6M,60188
Insurance,1527,1580,1636,1693,1752,2023,Dodge Challenger R/T Scat Pack Widebody R/T Scat Pack Widebody 2dr Coupe,6.4L 8cyl 6M,69012
Maintenance,355,1187,489,1994,2423,2023,Dodge Challenger R/T Scat Pack Widebody R/T Scat Pack Widebody 2dr Coupe,6.4L 8cyl 6M,69012
Repairs,0,0,126,297,433,2023,Dodge Challenger R/T Scat Pack Widebody R/T Scat Pack Widebody 2dr Coupe,6.4L 8cyl 6M,69012
Taxes_Fees,5280,301,270,245,245,2023,Dodge Challenger R/T Scat Pack Widebody R/T Scat Pack Widebody 2dr Coupe,6.4L 8cyl 6M,69012
Financing,5459,4448,3338,2117,776,2023,Dodge Challenger R/T Scat Pack Widebody R/T Scat Pack Widebody 2dr Coupe,6.4L 8cyl 6M,69012
Depreciation,14971,3530,2886,3231,2824,2023,Dodge Challenger R/T Scat Pack Widebody R/T Scat Pack Widebody 2dr Coupe,6.4L 8cyl 6M,69012
Fuel,3890,4006,4126,4250,4378,2023,Dodge Challenger R/T Scat Pack Widebody R/T Scat Pack Widebody 2dr Coupe,6.4L 8cyl 6M,69012
Insurance,2098,2171,2247,2326,2408,2023,Dodge Challenger SRT Hellcat Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,88284
Maintenance,296,791,360,1204,2088,2023,Dodge Challenger SRT Hellcat Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,88284
Repairs,0,0,139,332,479,2023,Dodge Challenger SRT Hellcat Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,88284
Taxes_Fees,7269,390,350,317,317,2023,Dodge Challenger SRT Hellcat Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,88284
Financing,6983,5690,4270,2709,992,2023,Dodge Challenger SRT Hellcat Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,88284
Depreciation,19708,4353,3554,3984,3484,2023,Dodge Challenger SRT Hellcat Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,88284
Fuel,4137,4261,4388,4520,4656,2023,Dodge Challenger SRT Hellcat Jailbreak 2dr Coupe,6.2L 8cyl S/C 8A,88284
Insurance,2098,2171,2247,2326,2408,2023,Dodge Challenger SRT Hellcat Redeye Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,106012
Maintenance,296,791,360,1204,2088,2023,Dodge Challenger SRT Hellcat Redeye Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,106012
Repairs,0,0,139,332,479,2023,Dodge Challenger SRT Hellcat Redeye Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,106012
Taxes_Fees,8258,461,413,375,375,2023,Dodge Challenger SRT Hellcat Redeye Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,106012
Financing,8227,6704,5031,3191,1169,2023,Dodge Challenger SRT Hellcat Redeye Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,106012
Depreciation,23552,5126,4186,4692,4103,2023,Dodge Challenger SRT Hellcat Redeye Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,106012
Fuel,4137,4261,4388,4520,4656,2023,Dodge Challenger SRT Hellcat Redeye Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,106012
Insurance,2098,2171,2247,2326,2408,2023,Dodge Challenger SRT Hellcat Redeye Widebody Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,121623
Maintenance,296,791,360,1204,2537,2023,Dodge Challenger SRT Hellcat Redeye Widebody Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,121623
Repairs,0,0,139,332,479,2023,Dodge Challenger SRT Hellcat Redeye Widebody Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,121623
Taxes_Fees,9612,528,473,429,429,2023,Dodge Challenger SRT Hellcat Redeye Widebody Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,121623
Financing,9620,7839,5883,3731,1367,2023,Dodge Challenger SRT Hellcat Redeye Widebody Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,121623
Depreciation,29278,5874,4796,5376,4701,2023,Dodge Challenger SRT Hellcat Redeye Widebody Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,121623
Fuel,4410,4542,4679,4819,4963,2023,Dodge Challenger SRT Hellcat Redeye Widebody Jailbreak 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,121623
Insurance,2098,2171,2247,2326,2408,2023,Dodge Challenger SRT Super Stock 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,113148
Maintenance,296,791,360,1204,2482,2023,Dodge Challenger SRT Super Stock 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,113148
Repairs,0,0,139,332,479,2023,Dodge Challenger SRT Super Stock 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,113148
Taxes_Fees,9079,489,438,398,398,2023,Dodge Challenger SRT Super Stock 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,113148
Financing,8791,7165,5375,3410,1249,2023,Dodge Challenger SRT Super Stock 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,113148
Depreciation,25207,5457,4456,4994,4368,2023,Dodge Challenger SRT Super Stock 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,113148
Fuel,4137,4261,4388,4520,4656,2023,Dodge Challenger SRT Super Stock 2dr Coupe w/Prod. End 04/23,6.2L 8cyl S/C 8A,113148
Insurance,1421,1471,1522,1575,1631,2023,Dodge Challenger SXT 2dr Coupe,3.6L 6cyl 8A,36380
Maintenance,173,747,369,1128,1530,2023,Dodge Challenger SXT 2dr Coupe,3.6L 6cyl 8A,36380
Repairs,0,0,126,297,433,2023,Dodge Challenger SXT 2dr Coupe,3.6L 6cyl 8A,36380
Taxes_Fees,2298,164,147,133,133,2023,Dodge Challenger SXT 2dr Coupe,3.6L 6cyl 8A,36380
Financing,2719,2216,1663,1055,386,2023,Dodge Challenger SXT 2dr Coupe,3.6L 6cyl 8A,36380
Depreciation,7959,1426,1164,1305,1141,2023,Dodge Challenger SXT 2dr Coupe,3.6L 6cyl 8A,36380
Fuel,2262,2330,2400,2472,2546,2023,Dodge Challenger SXT 2dr Coupe,3.6L 6cyl 8A,36380
Insurance,1421,1471,1522,1575,1631,2023,Dodge Challenger SXT 2dr Coupe AWD,3.6L 6cyl 8A,41634
Maintenance,173,747,369,1128,1435,2023,Dodge Challenger SXT 2dr Coupe AWD,3.6L 6cyl 8A,41634
Repairs,0,0,136,322,468,2023,Dodge Challenger SXT 2dr Coupe AWD,3.6L 6cyl 8A,41634
Taxes_Fees,2628,187,168,152,152,2023,Dodge Challenger SXT 2dr Coupe AWD,3.6L 6cyl 8A,41634
Financing,3135,2555,1917,1215,446,2023,Dodge Challenger SXT 2dr Coupe AWD,3.6L 6cyl 8A,41634
Depreciation,9370,1799,1470,1650,1440,2023,Dodge Challenger SXT 2dr Coupe AWD,3.6L 6cyl 8A,41634
Fuel,2478,2552,2628,2707,2789,2023,Dodge Challenger SXT 2dr Coupe AWD,3.6L 6cyl 8A,41634
Insurance,1188,1230,1273,1317,1363,2023,FIAT 500X Pop 4dr SUV AWD,1.3L 4cyl Turbo 9A,32332
Maintenance,60,268,500,1493,1091,2023,FIAT 500X Pop 4dr SUV AWD,1.3L 4cyl Turbo 9A,32332
Repairs,0,0,0,436,667,2023,FIAT 500X Pop 4dr SUV AWD,1.3L 4cyl Turbo 9A,32332
Taxes_Fees,2107,150,134,122,122,2023,FIAT 500X Pop 4dr SUV AWD,1.3L 4cyl Turbo 9A,32332
Financing,2557,2084,1564,992,363,2023,FIAT 500X Pop 4dr SUV AWD,1.3L 4cyl Turbo 9A,32332
Depreciation,6304,1725,1631,1913,1813,2023,FIAT 500X Pop 4dr SUV AWD,1.3L 4cyl Turbo 9A,32332
Fuel,2545,2621,2700,2781,2864,2023,FIAT 500X Pop 4dr SUV AWD,1.3L 4cyl Turbo 9A,32332
Insurance,1209,1251,1295,1340,1387,2023,FIAT 500X Sport 4dr SUV AWD,1.3L 4cyl Turbo 9A,36043
Maintenance,60,268,500,1493,1286,2023,FIAT 500X Sport 4dr SUV AWD,1.3L 4cyl Turbo 9A,36043
Repairs,0,0,0,436,667,2023,FIAT 500X Sport 4dr SUV AWD,1.3L 4cyl Turbo 9A,36043
Taxes_Fees,2339,167,149,135,135,2023,FIAT 500X Sport 4dr SUV AWD,1.3L 4cyl Turbo 9A,36043
Financing,2851,2323,1743,1106,405,2023,FIAT 500X Sport 4dr SUV AWD,1.3L 4cyl Turbo 9A,36043
Depreciation,7273,1898,1796,2108,1997,2023,FIAT 500X Sport 4dr SUV AWD,1.3L 4cyl Turbo 9A,36043
Fuel,2545,2621,2700,2781,2864,2023,FIAT 500X Sport 4dr SUV AWD,1.3L 4cyl Turbo 9A,36043
